B04	B03	B28	B29	B05	B07	B06	B08	B13	B09	B10	B12	B23	B16	B02	B19	B20	B21	B22	B14	B24	B25	B26	B27
書目識別號(不得修改)	書名	並列題名	分類號類型	分類號	作者	作者號	版本	語言別	出版地	出版社	出版年	裝訂別	價格	ISBN	面寬數	高寬	圖表	附件	稽核項	集叢項	附註項	主題項	追尋項
B01	B04	B03	B53	B54	B55	B56	B57	B58	B52	B59	B60	B61	B62	B63
館藏登錄號(不得重複)	書目識別號	書名(不得修改)	館藏狀態	流通別	資料別	特藏號	冊次號	複本號	排架號	館藏地	來源別	捐贈者	附件	新增日期
00013797	00027366	找不到國小[兒童書]	館內架上	一般館藏	一般圖書			c.4		"本館藏書	"	購買			108-11-29
00013798	00027366	找不到國小[兒童書]	館內架上	一般館藏	一般圖書			c.5		"本館藏書	"	購買			108-11-29
00013799	00027366	找不到國小[兒童書]	館內架上	一般館藏	一般圖書			c.6		"本館藏書	"	購買			108-11-29
00013800	00027419	一家三口	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-09-30
00013801	008001	媽媽買綠豆	館內架上		一般圖書			c.2		"本館藏書	"	購買			109-09-30
00013802	00027367	魯賓遜夢遊記	書箱借閱	一般館藏	一般圖書					"本館藏書	"	購買			109-09-30
00013803	00027368	蠟筆小紅的煩惱	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-09-30
00013804	00027369	我和我的喜鵲鄰居	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-09-30
00013805	00027370	壹圓銅板流浪記	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-09-30
00013806	00027371	糞金龜的成長日記	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-09-30
00013807	00027372	"Steam科學好好玩:史萊姆、襪子離心機、野餐墊相對論......隨手取得家中器材,體驗12大類跨領域學科,玩出科學腦"	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-09-30
00013808	00027011	一定要帶帽子來	書箱借閱		一般圖書			c.2		"本館藏書	"	購買			109-09-30
00013809	00027184	一隻與眾不同的狗	館內架上		一般圖書			c.2		"本館藏書	"	購買			109-09-30
00013810	00027373	小小鄰愛種花.春	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-09-30
00013811	00027374	我們是好朋友嗎?	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-09-30
00013812	00027375	兔子羅賓漢	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-09-30
00013813	00027376	綠薄荷的陷阱	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-09-30
00013814	00027377	森林裡的舞台劇	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-09-30
00013815	00027388	花園裡的怪蛋	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013816	00027389	蝌蚪的諾言	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013817	00027390	我的小小世界	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013818	00027391	寂靜的聲音	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013819	00027392	神獸帶路: 南海書院走讀	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013820	00027393	精靈上戲: 南海劇場傳奇	報廢	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013821	00027394	月亮是什麼味道?	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013822	00027395	改變歷史的50位名人獎	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013823	00027396	世界上最孤獨的鯨魚 /	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013824	00027397	山中	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013825	00027398	實驗鼠的祕密基地	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013826	00027399	探險家學院涅布拉的祕密	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013827	00027400	甲蟲男孩	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013828	00027401	廚房裡的科學課	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013829	00027402	特別女生薩哈拉	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013830	00027403	小騎士特倫克-1	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013831	00027404	小騎士特倫克與大惡龍-2	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013832	00027405	小騎士特倫克與魔法豬-3	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013833	00027406	小騎士特倫克與壞牙蟲-4	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013834	00027407	小騎士特倫克與巴比倫塔-5	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-01-07
00013835	00027408	"我在這裡,山在那邊果敢朝生命邊際探險"	館內架上	一般館藏	一般圖書					"本館藏書	"	贈送			109-05-04
00013836	00027243	夏綠蒂的網（三版）(1100653)	館內架上	一般館藏	一般圖書		V.1	c.15		"本館藏書	"	購買			109-05-15
00013837	00027243	夏綠蒂的網（三版）(1100653)	書箱借閱	一般館藏	一般圖書		V.2	c.16		"本館藏書	"	購買			109-05-15
00013838	00027243	夏綠蒂的網（三版）(1100653)	館內架上	一般館藏	一般圖書		V.3	c.17		"本館藏書	"	購買			109-05-15
00013839	00027243	夏綠蒂的網（三版）(1100653)	書箱借閱	一般館藏	一般圖書		V.4	c.18		"本館藏書	"	購買			109-05-15
00013840	00027243	夏綠蒂的網（三版）(1100653)	書箱借閱	一般館藏	一般圖書		V.5	c.19		"本館藏書	"	購買			109-05-15
00013841	00027243	夏綠蒂的網（三版）(1100653)	書箱借閱	一般館藏	一般圖書			c.20		"本館藏書	"	購買			109-05-15
00013842	00027409	[小學生.低年級]晨讀10分鐘春天鬧鬼記	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-05-15
00013843	00027410	[小學生.低年級]晨讀10分鐘杯子音樂會	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-05-15
00013844	00027411	[小學生.中年級]晨讀10分鐘光的接力賽	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-05-15
00013845	00027412	女巫	館內架上	一般館藏	一般圖書			c.6		"本館藏書	"	購買			109-05-25
00013846	00027413	壞心的夫妻消失了	館內架上	一般館藏	一般圖書			c.5		"本館藏書	"	購買			109-05-25
00013847	00027413	壞心的夫妻消失了	館內架上	一般館藏	一般圖書			c.6		"本館藏書	"	購買			109-05-25
00013848	00027414	飛天巨桃歷險記	館內架上	一般館藏	一般圖書			c.5		"本館藏書	"	購買			109-05-25
00013849	00027414	飛天巨桃歷險記	館內架上	一般館藏	一般圖書			c.6		"本館藏書	"	購買			109-05-25
00013850	00027415	喬治的神奇魔藥	館內架上	一般館藏	一般圖書			c.5		"本館藏書	"	購買			109-05-25
00013851	00027416	神奇的玻璃升降機	館內架上	一般館藏	一般圖書			c.5		"本館藏書	"	購買			109-05-25
00013852	00027416	神奇的玻璃升降機	館內架上	一般館藏	一般圖書			c.6		"本館藏書	"	購買			109-05-25
00013853	00026256	吹夢巨人	館內架上	一般館藏	一般圖書			c.6		"本館藏書	"	購買			109-05-25
00013854	00026256	吹夢巨人	館內架上	一般館藏	一般圖書			c.7		"本館藏書	"	購買			109-05-25
00013855	00026145	雙鼠記一隻老鼠、公主、湯和棉線的故事	館內架上	一般館藏	一般圖書			c.6		"本館藏書	"	購買			109-05-25
00013856	00026222	瓢蟲圖鑑	館內架上	一般館藏	一般圖書			c.2		"本館藏書	"	購買			109-05-25
00013857	00027417	台灣漫畫狂想曲	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-05-25
00013858	00027417	台灣漫畫狂想曲	館內架上	一般館藏	一般圖書			c.2		"本館藏書	"	購買			109-05-25
00013859	005118	親子數學	館內架上		一般圖書			c.4		"本館藏書	"				109-05-25
00013860	00027418	希臘神話	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-05-25
00013861	00026821	哈利波特(5)－－鳳凰會的密令	館內架上	一般館藏	一般圖書			c.3		"本館藏書	"	購買			109-09-17
00013862	00027420	丁小飛校園日記(3)：副班長爭奪戰	館內架上	一般館藏	一般圖書		V.3			"本館藏書	"	購買			109-10-22
00013863	00027421	千萬不要打開這本書	書箱借閱	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013864	00027422	大阪尋寶記	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013865	00027423	大章魚艾米爾	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013866	00027424	大野狼才要小心!	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013867	00027425	大象小象去哪裡	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013868	00027426	小女孩大力量：沈芯菱的公益世界	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013869	00027427	"小小飛機,起飛!"	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013870	00027428	小艾略特的溫心樂園	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013871	00027429	小艾略特的夢幻家族	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013872	00027430	小紅母雞	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013873	00027431	小島來了陌生爸爸	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013874	00027431	小島來了陌生爸爸	館內架上	一般館藏	一般圖書			c.2		"本館藏書	"	購買			109-10-22
00013875	00027431	小島來了陌生爸爸	館內架上	一般館藏	一般圖書			c.3		"本館藏書	"	購買			109-10-22
00013876	00027432	小旅鼠向前衝!	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013877	00027433	小雀鳥亨利	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013878	00027434	小象會記住	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013879	00027374	我們是好朋友嗎?	報賠	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013880	00027375	兔子羅賓漢	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013881	00027376	綠薄荷的陷阱	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013882	00027377	森林裡的舞台劇	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013883	00027435	小頭目優瑪(1)：迷霧幻想湖	館內架上	一般館藏	一般圖書		V.1			"本館藏書	"	購買			109-10-22
00013884	00027436	小頭目優瑪(2)：小女巫鬧翻天	館內架上	一般館藏	一般圖書		V.2			"本館藏書	"	購買			109-10-22
00013885	00027437	小頭目優瑪(3)：那是誰的尾巴	館內架上	一般館藏	一般圖書		V.3			"本館藏書	"	購買			109-10-22
00013886	00027438	小頭目優瑪(4)：失蹤的檜木精靈	館內架上	一般館藏	一般圖書		V.4			"本館藏書	"	購買			109-10-22
00013887	00027439	小頭目優瑪(5)：野人傳奇	館內架上	一般館藏	一般圖書		V.5			"本館藏書	"	購買			109-10-22
00013888	00027440	"不一樣沒關係,我們還是好朋友"	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013889	00027441	不歡迎大象	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013890	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013891	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書			c.2		"本館藏書	"	購買			109-10-22
00013892	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書			c.3		"本館藏書	"	購買			109-10-22
00013893	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書			c.4		"本館藏書	"	購買			109-10-22
00013894	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書			c.5		"本館藏書	"	購買			109-10-22
00013895	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書			c.6		"本館藏書	"	購買			109-10-22
00013896	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書			c.7		"本館藏書	"	購買			109-10-22
00013897	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書			c.8		"本館藏書	"	購買			109-10-22
00013898	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書			c.9		"本館藏書	"	購買			109-10-22
00013899	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書			c.10		"本館藏書	"	購買			109-10-22
00013900	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書			c.11		"本館藏書	"	購買			109-10-22
00013901	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書			c.12		"本館藏書	"	購買			109-10-22
00013902	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書			c.13		"本館藏書	"	購買			109-10-22
00013903	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書			c.14		"本館藏書	"	購買			109-10-22
00013904	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書			c.15		"本館藏書	"	購買			109-10-22
00013905	00027442	什麼是好?什麼是壞?	遺失	一般館藏	一般圖書			c.16		"本館藏書	"	購買			109-10-22
00013906	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書			c.17		"本館藏書	"	購買			109-10-22
00013907	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書			c.18		"本館藏書	"	購買			109-10-22
00013908	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書			c.19		"本館藏書	"	購買			109-10-22
00013909	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書			c.20		"本館藏書	"	購買			109-10-22
00013910	00027442	什麼是好?什麼是壞?	館內架上	一般館藏	一般圖書			c.21		"本館藏書	"	購買			109-10-22
00013911	00027443	什麼都不會的鳥	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013912	00027444	今天真好	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013913	00027445	巴爾札克短篇小說選集	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013914	00027446	巴黎老奶奶的故事	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013915	00027447	手推車大作戰	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
00013916	00027447	手推車大作戰	遺失	一般館藏	一般圖書			c.2		"本館藏書	"	購買			109-10-22
00013917	00027447	手推車大作戰	館內架上	一般館藏	一般圖書			c.3		"本館藏書	"	購買			109-10-22
00013918	00027448	木乃伊之謎	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			109-10-22
